id,season,gameType,gameDate,neutralSite,startTimeUTC,easternUTCOffset,venueUTCOffset,venueTimezone,gameState,gameScheduleState,awayTeam.id,awayTeam.commonName.default,awayTeam.placeNameWithPreposition.default,awayTeam.placeNameWithPreposition.fr,awayTeam.abbrev,awayTeam.score,homeTeam.id,homeTeam.commonName.default,homeTeam.placeNameWithPreposition.default,homeTeam.placeNameWithPreposition.fr,homeTeam.abbrev,homeTeam.score,periodDescriptor.number,periodDescriptor.periodType,periodDescriptor.maxRegulationPeriods,gameOutcome.lastPeriodType,winningGoalie.playerId,winningGoalScorer.playerId,awayTeam.commonName.fr,homeTeam.commonName.fr,winningGoalie.lastName.sv,venue.fi,specialEvent.parentId,specialEvent.name.default,winningGoalie.lastName.de,winningGoalScorer.lastName.fr,specialEvent.name.fr,seriesUrl,seriesStatus.round,seriesStatus.seriesAbbrev,seriesStatus.seriesTitle,seriesStatus.seriesLetter,seriesStatus.neededToWin,seriesStatus.topSeedWins,seriesStatus.bottomSeedWins,seriesStatus.gameNumberOfSeries,periodDescriptor.otPeriods,tricode_winteam
2018020349,20182019,2,2018-11-24,False,2018-11-25T00:00:00Z,-05:00,-05:00,America/Montreal,OFF,OK,6,Bruins,Boston,de Boston,BOS,3,8,Canadiens,Montréal,de Montréal,MTL,2,3,REG,3,REG,8471695.0,8475186.0,,,,,,,,,,,,,,,,,,,,BOS
2018020351,20182019,2,2018-11-24,False,2018-11-25T00:00:00Z,-05:00,-05:00,US/Eastern,OFF,OK,16,Blackhawks,Chicago,de Chicago,CHI,5,13,Panthers,Florida,de la Floride,FLA,4,4,OT,3,OT,8470320.0,8476979.0,,,,,,,,,,,,,,,,,,,,CHI
2018020353,20182019,2,2018-11-24,False,2018-11-25T00:00:00Z,-05:00,-05:00,US/Eastern,OFF,OK,29,Blue Jackets,Columbus,de Columbus,CBJ,2,5,Penguins,Pittsburgh,de Pittsburgh,PIT,4,3,REG,3,REG,8479193.0,8477404.0,,,,,,,,,,,,,,,,,,,,PIT
2018020352,20182019,2,2018-11-24,False,2018-11-25T00:00:00Z,-05:00,-05:00,America/New_York,OFF,OK,12,Hurricanes,Carolina,de la Caroline,CAR,1,2,Islanders,New York,de New York,NYI,4,3,REG,3,REG,8471306.0,8478463.0,,,,,,,,,,,,,,,,,,,,NYI
2018020354,20182019,2,2018-11-24,False,2018-11-25T00:00:00Z,-05:00,-06:00,US/Central,OFF,OK,52,Jets,Winnipeg,de Winnipeg,WPG,8,19,Blues,St. Louis,de St. Louis,STL,4,3,REG,3,REG,8476316.0,8479339.0,,,,,,,,,,,,,,,,,,,,WPG
2018020355,20182019,2,2018-11-24,False,2018-11-25T02:00:00Z,-05:00,-07:00,America/Denver,OFF,OK,25,Stars,Dallas,de Dallas,DAL,2,21,Avalanche,Colorado,du Colorado,COL,3,3,REG,3,REG,8473575.0,8478420.0,,,,,,,,,,,,,,,,,,,,COL
2018020357,20182019,2,2018-11-24,False,2018-11-25T03:00:00Z,-05:00,-08:00,America/Los_Angeles,OFF,OK,23,Canucks,Vancouver,de Vancouver,VAN,4,26,Kings,Los Angeles,de Los Angeles,LAK,2,3,REG,3,REG,8474593.0,8480012.0,,,Markström,,,,,,,,,,,,,,,,,VAN
2018020356,20182019,2,2018-11-24,False,2018-11-25T03:00:00Z,-05:00,-08:00,US/Pacific,OFF,OK,28,Sharks,San Jose,de San Jose,SJS,0,54,Golden Knights,Vegas,de Vegas,VGK,6,3,REG,3,REG,8470594.0,8476448.0,,,,,,,,,,,,,,,,,,,,VGK
2018020358,20182019,2,2018-11-25,False,2018-11-25T20:00:00Z,-05:00,-07:00,America/Phoenix,OFF,OK,20,Flames,Calgary,de Calgary,CGY,6,53,Coyotes,Arizona,de l'Arizona,ARI,1,3,REG,3,REG,8469608.0,8478396.0,,,,,,,,,,,,,,,,,,,,CGY
2018020359,20182019,2,2018-11-25,False,2018-11-26T00:00:00Z,-05:00,-05:00,US/Eastern,OFF,OK,1,Devils,New Jersey,du New Jersey,NJD,2,14,Lightning,Tampa Bay,de Tampa Bay,TBL,5,3,REG,3,REG,8475839.0,8474870.0,,,,,,,,,,,,,,,,,,,,TBL
2018020360,20182019,2,2018-11-25,False,2018-11-26T01:00:00Z,-05:00,-06:00,US/Central,OFF,OK,24,Ducks,Anaheim,d'Anaheim,ANA,2,18,Predators,Nashville,de Nashville,NSH,5,3,REG,3,REG,8471469.0,8475766.0,,,,,,,,,,,,,,,,,,,,NSH
2018020361,20182019,2,2018-11-25,False,2018-11-26T03:30:00Z,-05:00,-08:00,America/Los_Angeles,OFF,OK,22,Oilers,Edmonton,d'Edmonton,EDM,2,26,Kings,Los Angeles,de Los Angeles,LAK,5,3,REG,3,REG,8477361.0,8471685.0,,,,,,,,,,,,,,,,,,,,LAK
2018020362,20182019,2,2018-11-26,False,2018-11-27T00:00:00Z,-05:00,-05:00,America/Toronto,OFF,OK,6,Bruins,Boston,de Boston,BOS,2,10,Maple Leafs,Toronto,de Toronto,TOR,4,3,REG,3,REG,8475883.0,8476410.0,,,,,,,,,,,,,,,,,,,,TOR
2018020365,20182019,2,2018-11-26,False,2018-11-27T00:00:00Z,-05:00,-05:00,America/New_York,OFF,OK,9,Senators,Ottawa,d'Ottawa,OTT,2,3,Rangers,New York,de New York,NYR,4,3,REG,3,REG,8468685.0,8475184.0,Sénateurs,,,,,,,,,,,,,,,,,,,NYR
2018020363,20182019,2,2018-11-26,False,2018-11-27T00:00:00Z,-05:00,-05:00,US/Eastern,OFF,OK,1,Devils,New Jersey,du New Jersey,NJD,3,13,Panthers,Florida,de la Floride,FLA,4,4,OT,3,OT,8473503.0,8474884.0,,,,,,,,,,,,,,,,,,,,FLA
2018020364,20182019,2,2018-11-26,False,2018-11-27T00:00:00Z,-05:00,-05:00,America/New_York,OFF,OK,15,Capitals,Washington,de Washington,WSH,4,2,Islanders,New York,de New York,NYI,1,3,REG,3,REG,8474651.0,8475343.0,,,,,,,,,,,,,,,,,,,,WSH
2018020366,20182019,2,2018-11-26,False,2018-11-27T00:30:00Z,-05:00,-05:00,America/Detroit,OFF,OK,29,Blue Jackets,Columbus,de Columbus,CBJ,7,17,Red Wings,Detroit,de Detroit,DET,5,3,REG,3,REG,8475683.0,8479400.0,,,,,,,,,,,,,,,,,,,,CBJ
2018020367,20182019,2,2018-11-27,False,2018-11-28T00:00:00Z,-05:00,-05:00,America/New_York,OFF,OK,28,Sharks,San Jose,de San Jose,SJS,2,7,Sabres,Buffalo,de Buffalo,BUF,3,4,OT,3,OT,8475622.0,8475784.0,,,,,,,,,,,,,,,,,,,,BUF
2018020368,20182019,2,2018-11-27,False,2018-11-28T00:00:00Z,-05:00,-05:00,US/Eastern,OFF,OK,9,Senators,Ottawa,d'Ottawa,OTT,4,4,Flyers,Philadelphia,de Philadelphie,PHI,3,3,REG,3,REG,8470093.0,8475168.0,Sénateurs,,,,,,,,,,,,,,,,,,,OTT
2018020370,20182019,2,2018-11-27,False,2018-11-28T00:30:00Z,-05:00,-05:00,US/Eastern,OFF,OK,24,Ducks,Anaheim,d'Anaheim,ANA,3,14,Lightning,Tampa Bay,de Tampa Bay,TBL,1,3,REG,3,REG,8468011.0,8477941.0,,,,,,,,,,,,,,,,,,,,ANA
2018020369,20182019,2,2018-11-27,False,2018-11-28T00:30:00Z,-05:00,-05:00,America/Montreal,OFF,OK,12,Hurricanes,Carolina,de la Caroline,CAR,2,8,Canadiens,Montréal,de Montréal,MTL,1,3,REG,3,REG,8470147.0,8477845.0,,,,,,,,,,,,,,,,,,,,CAR
2018020374,20182019,2,2018-11-27,False,2018-11-28T01:00:00Z,-05:00,-06:00,America/Chicago,OFF,OK,54,Golden Knights,Vegas,de Vegas,VGK,8,16,Blackhawks,Chicago,de Chicago,CHI,3,3,REG,3,REG,8470594.0,8476448.0,,,,,,,,,,,,,,,,,,,,VGK
2018020373,20182019,2,2018-11-27,False,2018-11-28T01:00:00Z,-05:00,-06:00,America/Winnipeg,OFF,OK,5,Penguins,Pittsburgh,de Pittsburgh,PIT,4,52,Jets,Winnipeg,de Winnipeg,WPG,3,3,REG,3,REG,8479193.0,8479944.0,,,,,,,,,,,,,,,,,,,,PIT
2018020372,20182019,2,2018-11-27,False,2018-11-28T01:00:00Z,-05:00,-06:00,US/Central,OFF,OK,53,Coyotes,Arizona,de l'Arizona,ARI,4,30,Wild,Minnesota,du Minnesota,MIN,3,3,REG,3,REG,8478499.0,8476326.0,,,,,,,,,,,,,,,,,,,,ARI
2018020371,20182019,2,2018-11-27,False,2018-11-28T01:00:00Z,-05:00,-06:00,US/Central,OFF,OK,21,Avalanche,Colorado,du Colorado,COL,3,18,Predators,Nashville,de Nashville,NSH,2,3,REG,3,REG,8473575.0,8479370.0,,,,,,,,,,,,,,,,,,,,COL
2018020375,20182019,2,2018-11-27,False,2018-11-28T02:00:00Z,-05:00,-07:00,America/Edmonton,OFF,OK,25,Stars,Dallas,de Dallas,DAL,0,22,Oilers,Edmonton,d'Edmonton,EDM,1,4,OT,3,OT,8475156.0,8476472.0,,,,,,,,,,,,,,,,,,,,EDM
2018020376,20182019,2,2018-11-27,False,2018-11-28T03:00:00Z,-05:00,-08:00,America/Vancouver,OFF,OK,26,Kings,Los Angeles,de Los Angeles,LAK,2,23,Canucks,Vancouver,de Vancouver,VAN,1,4,OT,3,OT,8477361.0,8470606.0,,,,,,,,,,,,,,,,,,,,LAK
2018020378,20182019,2,2018-11-28,False,2018-11-29T00:00:00Z,-05:00,-05:00,US/Eastern,OFF,OK,24,Ducks,Anaheim,d'Anaheim,ANA,3,13,Panthers,Florida,de la Floride,FLA,2,3,REG,3,REG,8476434.0,8477941.0,,,,,,,,,,,,,,,,,,,,ANA
2018020377,20182019,2,2018-11-28,False,2018-11-29T00:00:00Z,-05:00,-05:00,America/Detroit,OFF,OK,19,Blues,St. Louis,de St. Louis,STL,3,17,Red Wings,Detroit,de Detroit,DET,4,3,REG,3,REG,8470657.0,8477479.0,,,,,,,,,,,,,,,,,,,,DET
2018020379,20182019,2,2018-11-28,False,2018-11-29T00:30:00Z,-05:00,-05:00,America/Toronto,OFF,OK,28,Sharks,San Jose,de San Jose,SJS,3,10,Maple Leafs,Toronto,de Toronto,TOR,5,3,REG,3,REG,8475883.0,8466139.0,,,,,,,,,,,,,,,,,,,,TOR
2018020380,20182019,2,2018-11-28,False,2018-11-29T02:00:00Z,-05:00,-07:00,America/Edmonton,OFF,OK,25,Stars,Dallas,de Dallas,DAL,4,20,Flames,Calgary,de Calgary,CGY,3,4,OT,3,OT,8471418.0,8475794.0,,,,,,,,,,,,,,,,,,,,DAL
2018020381,20182019,2,2018-11-28,False,2018-11-29T02:30:00Z,-05:00,-07:00,America/Denver,OFF,OK,5,Penguins,Pittsburgh,de Pittsburgh,PIT,3,21,Avalanche,Colorado,du Colorado,COL,6,3,REG,3,REG,8475831.0,8476455.0,,,,,,,,,,,,,,,,,,,,COL
2018020383,20182019,2,2018-11-29,False,2018-11-30T00:00:00Z,-05:00,-05:00,US/Eastern,OFF,OK,30,Wild,Minnesota,du Minnesota,MIN,2,29,Blue Jackets,Columbus,de Columbus,CBJ,4,3,REG,3,REG,8475683.0,8474062.0,,,,,,,,,,,,,,,,,,,,CBJ
2018020382,20182019,2,2018-11-29,False,2018-11-30T00:00:00Z,-05:00,-05:00,US/Eastern,OFF,OK,2,Islanders,New York,de New York,NYI,1,6,Bruins,Boston,de Boston,BOS,2,5,SO,3,SO,8471695.0,,,,,,,,,,,,,,,,,,,,,BOS
2018020385,20182019,2,2018-11-29,False,2018-11-30T00:30:00Z,-05:00,-05:00,US/Eastern,OFF,OK,7,Sabres,Buffalo,de Buffalo,BUF,4,14,Lightning,Tampa Bay,de Tampa Bay,TBL,5,3,REG,3,REG,8475839.0,8476975.0,,,,,,,,,,,,,,,,,,,,TBL
2018020384,20182019,2,2018-11-29,False,2018-11-30T00:30:00Z,-05:00,-05:00,US/Eastern,OFF,OK,3,Rangers,New York,de New York,NYR,0,9,Senators,Ottawa,d'Ottawa,OTT,3,3,REG,3,REG,8467950.0,8480208.0,,Sénateurs,,,,,,,,,,,,,,,,,,OTT
2018020387,20182019,2,2018-11-29,False,2018-11-30T01:00:00Z,-05:00,-06:00,America/Winnipeg,OFF,OK,16,Blackhawks,Chicago,de Chicago,CHI,5,52,Jets,Winnipeg,de Winnipeg,WPG,6,3,REG,3,REG,8476945.0,8477940.0,,,,,,,,,,,,,,,,,,,,WPG
2018020386,20182019,2,2018-11-29,False,2018-11-30T01:00:00Z,-05:00,-06:00,US/Central,OFF,OK,53,Coyotes,Arizona,de l'Arizona,ARI,3,18,Predators,Nashville,de Nashville,NSH,0,3,REG,3,REG,8478499.0,8479343.0,,,,,,,,,,,,,,,,,,,,ARI
2018020388,20182019,2,2018-11-29,False,2018-11-30T02:00:00Z,-05:00,-07:00,America/Edmonton,OFF,OK,26,Kings,Los Angeles,de Los Angeles,LAK,2,22,Oilers,Edmonton,d'Edmonton,EDM,3,3,REG,3,REG,8475156.0,8476472.0,,,,,,,,,,,,,,,,,,,,EDM
2018020389,20182019,2,2018-11-29,False,2018-11-30T03:00:00Z,-05:00,-08:00,America/Vancouver,OFF,OK,54,Golden Knights,Vegas,de Vegas,VGK,4,23,Canucks,Vancouver,de Vancouver,VAN,3,3,REG,3,REG,8470594.0,8476448.0,,,,,,,,,,,,,,,,,,,,VGK
2018020390,20182019,2,2018-11-30,False,2018-12-01T00:00:00Z,-05:00,-05:00,US/Eastern,OFF,OK,7,Sabres,Buffalo,de Buffalo,BUF,2,13,Panthers,Florida,de la Floride,FLA,3,4,OT,3,OT,8473503.0,8477493.0,,,,,,,,,,,,,,,,,,,,FLA
2018020391,20182019,2,2018-11-30,False,2018-12-01T00:00:00Z,-05:00,-05:00,US/Eastern,OFF,OK,1,Devils,New Jersey,du New Jersey,NJD,3,15,Capitals,Washington,de Washington,WSH,6,3,REG,3,REG,8474651.0,8473563.0,,,,,,,,,,,,,,,,,,,,WSH
2018020392,20182019,2,2018-11-30,False,2018-12-01T00:30:00Z,-05:00,-05:00,US/Eastern,OFF,OK,24,Ducks,Anaheim,d'Anaheim,ANA,2,12,Hurricanes,Carolina,de la Caroline,CAR,1,4,OT,3,OT,8476434.0,8470612.0,,,,,,,,,,,,,,,,,,,,ANA
2018020394,20182019,2,2018-11-30,False,2018-12-01T02:00:00Z,-05:00,-07:00,America/Edmonton,OFF,OK,26,Kings,Los Angeles,de Los Angeles,LAK,1,20,Flames,Calgary,de Calgary,CGY,4,3,REG,3,REG,8469608.0,8476346.0,,,,,,,,,,,,,,,,,,,,CGY
2018020393,20182019,2,2018-11-30,False,2018-12-01T02:00:00Z,-05:00,-07:00,America/Denver,OFF,OK,19,Blues,St. Louis,de St. Louis,STL,3,21,Avalanche,Colorado,du Colorado,COL,2,4,OT,3,OT,8474596.0,8476892.0,,,,,,,,,,,,,,,,,,,,STL
2018020395,20182019,2,2018-12-01,False,2018-12-01T18:00:00Z,-05:00,-05:00,US/Eastern,OFF,OK,28,Sharks,San Jose,de San Jose,SJS,2,9,Senators,Ottawa,d'Ottawa,OTT,6,3,REG,3,REG,8467950.0,8474571.0,,Sénateurs,,,,,,,,,,,,,,,,,,OTT
2018020396,20182019,2,2018-12-01,False,2018-12-01T21:00:00Z,-05:00,-08:00,America/Vancouver,OFF,OK,25,Stars,Dallas,de Dallas,DAL,2,23,Canucks,Vancouver,de Vancouver,VAN,1,3,REG,3,REG,8471750.0,8471228.0,,,,,,,,,,,,,,,,,,,,DAL
2018020403,20182019,2,2018-12-01,False,2018-12-02T00:00:00Z,-05:00,-06:00,US/Central,OFF,OK,10,Maple Leafs,Toronto,de Toronto,TOR,5,30,Wild,Minnesota,du Minnesota,MIN,3,3,REG,3,REG,8475883.0,8475172.0,,,,,,,,,,,,,,,,,,,,TOR
2018020402,20182019,2,2018-12-01,False,2018-12-02T00:00:00Z,-05:00,-05:00,US/Eastern,OFF,OK,4,Flyers,Philadelphia,de Philadelphie,PHI,4,5,Penguins,Pittsburgh,de Pittsburgh,PIT,2,3,REG,3,REG,8476932.0,8474668.0,,,,,,,,,,,,,,,,,,,,PHI
2018020400,20182019,2,2018-12-01,False,2018-12-02T00:00:00Z,-05:00,-05:00,US/Eastern,OFF,OK,52,Jets,Winnipeg,de Winnipeg,WPG,4,1,Devils,New Jersey,du New Jersey,NJD,3,4,OT,3,OT,8476316.0,8476460.0,,,,,,,,,,,,,,,,,,,,WPG
2018020398,20182019,2,2018-12-01,False,2018-12-02T00:00:00Z,-05:00,-05:00,America/Montreal,OFF,OK,3,Rangers,New York,de New York,NYR,2,8,Canadiens,Montréal,de Montréal,MTL,5,3,REG,3,REG,8471679.0,8477476.0,,,,,,,,,,,,,,,,,,,,MTL
2018020401,20182019,2,2018-12-01,False,2018-12-02T00:00:00Z,-05:00,-05:00,America/New_York,OFF,OK,29,Blue Jackets,Columbus,de Columbus,CBJ,2,2,Islanders,New York,de New York,NYI,3,3,REG,3,REG,8471306.0,8475231.0,,,,,,,,,,,,,,,,,,,,NYI
2018020397,20182019,2,2018-12-01,False,2018-12-02T00:00:00Z,-05:00,-05:00,US/Eastern,OFF,OK,17,Red Wings,Detroit,de Detroit,DET,4,6,Bruins,Boston,de Boston,BOS,2,3,REG,3,REG,8470657.0,8470144.0,,,,,,,,,,,,,,,,,,,,DET
2018020399,20182019,2,2018-12-01,False,2018-12-02T00:00:00Z,-05:00,-05:00,US/Eastern,OFF,OK,14,Lightning,Tampa Bay,de Tampa Bay,TBL,5,13,Panthers,Florida,de la Floride,FLA,4,4,OT,3,OT,8475839.0,8478010.0,,,,,,,,,,,,,,,,,,,,TBL
2018020404,20182019,2,2018-12-01,False,2018-12-02T01:00:00Z,-05:00,-06:00,US/Central,OFF,OK,16,Blackhawks,Chicago,de Chicago,CHI,2,18,Predators,Nashville,de Nashville,NSH,5,3,REG,3,REG,8471469.0,8475793.0,,,,,,,,,,,,,,,,,,,,NSH
2018020405,20182019,2,2018-12-01,False,2018-12-02T01:00:00Z,-05:00,-07:00,America/Phoenix,OFF,OK,19,Blues,St. Louis,de St. Louis,STL,1,53,Coyotes,Arizona,de l'Arizona,ARI,6,3,REG,3,REG,8478499.0,8479343.0,,,,,,,,,,,,,,,,,,,,ARI
2018020406,20182019,2,2018-12-01,False,2018-12-02T03:00:00Z,-05:00,-07:00,America/Edmonton,OFF,OK,54,Golden Knights,Vegas,de Vegas,VGK,1,22,Oilers,Edmonton,d'Edmonton,EDM,2,3,REG,3,REG,8475156.0,8475727.0,,,,,,,,,,,,,,,,,,,,EDM
2018020407,20182019,2,2018-12-02,False,2018-12-02T20:00:00Z,-05:00,-05:00,US/Eastern,OFF,OK,24,Ducks,Anaheim,d'Anaheim,ANA,6,15,Capitals,Washington,de Washington,WSH,5,3,REG,3,REG,8468011.0,8476857.0,,,,,,,,,,,,,,,,,,,,ANA
2018020408,20182019,2,2018-12-02,False,2018-12-02T23:00:00Z,-05:00,-05:00,America/New_York,OFF,OK,52,Jets,Winnipeg,de Winnipeg,WPG,4,3,Rangers,New York,de New York,NYR,3,5,SO,3,SO,8476945.0,,,,,,,,,,,,,,,,,,,,,WPG
2018020410,20182019,2,2018-12-02,False,2018-12-03T00:00:00Z,-05:00,-05:00,America/Detroit,OFF,OK,21,Avalanche,Colorado,du Colorado,COL,2,17,Red Wings,Detroit,de Detroit,DET,0,3,REG,3,REG,8473575.0,8477492.0,,,,,,,,,,,,,,,,,,,,COL
2018020411,20182019,2,2018-12-02,False,2018-12-03T00:00:00Z,-05:00,-06:00,America/Chicago,OFF,OK,20,Flames,Calgary,de Calgary,CGY,3,16,Blackhawks,Chicago,de Chicago,CHI,2,3,REG,3,REG,8469608.0,8478585.0,,,,,,,,,,,,,,,,,,,,CGY
2018020409,20182019,2,2018-12-02,False,2018-12-03T00:00:00Z,-05:00,-05:00,America/Montreal,OFF,OK,28,Sharks,San Jose,de San Jose,SJS,3,8,Canadiens,Montréal,de Montréal,MTL,1,3,REG,3,REG,8474889.0,8470613.0,,,,,,,,,,,,,,,,,,,,SJS
2018020412,20182019,2,2018-12-02,False,2018-12-03T03:30:00Z,-05:00,-08:00,America/Los_Angeles,OFF,OK,12,Hurricanes,Carolina,de la Caroline,CAR,0,26,Kings,Los Angeles,de Los Angeles,LAK,2,3,REG,3,REG,8471734.0,8474166.0,,,,,,,,,,,,,,,,,,,,LAK
2018020413,20182019,2,2018-12-03,False,2018-12-04T00:00:00Z,-05:00,-05:00,US/Eastern,OFF,OK,14,Lightning,Tampa Bay,de Tampa Bay,TBL,5,1,Devils,New Jersey,du New Jersey,NJD,1,3,REG,3,REG,8475839.0,8478010.0,,,,,,,,,,,,,,,,,,,,TBL
2018020414,20182019,2,2018-12-03,False,2018-12-04T01:00:00Z,-05:00,-06:00,US/Central,OFF,OK,7,Sabres,Buffalo,de Buffalo,BUF,1,18,Predators,Nashville,de Nashville,NSH,2,3,REG,3,REG,8471469.0,8477942.0,,,,,,,,,,,,,,,,,,,,NSH
2018020415,20182019,2,2018-12-03,False,2018-12-04T01:30:00Z,-05:00,-06:00,US/Central,OFF,OK,22,Oilers,Edmonton,d'Edmonton,EDM,1,25,Stars,Dallas,de Dallas,DAL,4,3,REG,3,REG,8471418.0,8476439.0,,,,,,,,,,,,,,,,,,,,DAL
2018020420,20182019,2,2018-12-04,False,2018-12-05T00:00:00Z,-05:00,-05:00,US/Eastern,OFF,OK,20,Flames,Calgary,de Calgary,CGY,9,29,Blue Jackets,Columbus,de Columbus,CBJ,6,3,REG,3,REG,8469608.0,8477497.0,,,,,,,,,,,,,,,,,,,,CGY
2018020417,20182019,2,2018-12-04,False,2018-12-05T00:00:00Z,-05:00,-05:00,US/Eastern,OFF,OK,6,Bruins,Boston,de Boston,BOS,0,13,Panthers,Florida,de la Floride,FLA,5,3,REG,3,REG,8466141.0,8474884.0,,,,,,,,,,,,,,,,,,,,FLA
2018020418,20182019,2,2018-12-04,False,2018-12-05T00:00:00Z,-05:00,-05:00,America/New_York,OFF,OK,52,Jets,Winnipeg,de Winnipeg,WPG,3,2,Islanders,New York,de New York,NYI,1,3,REG,3,REG,8476945.0,8476392.0,,,,,,,,,,,,,,,,,,,,WPG
2018020419,20182019,2,2018-12-04,False,2018-12-05T00:00:00Z,-05:00,-05:00,US/Eastern,OFF,OK,21,Avalanche,Colorado,du Colorado,COL,3,5,Penguins,Pittsburgh,de Pittsburgh,PIT,6,3,REG,3,REG,8479193.0,8471887.0,,,,,,,,,,,,,,,,,,,,PIT
2018020416,20182019,2,2018-12-04,False,2018-12-05T00:30:00Z,-05:00,-05:00,America/New_York,OFF,OK,10,Maple Leafs,Toronto,de Toronto,TOR,4,7,Sabres,Buffalo,de Buffalo,BUF,3,4,OT,3,OT,8475883.0,8479318.0,,,,,,,,,,,,,,,,,,,,TOR
2018020422,20182019,2,2018-12-04,False,2018-12-05T00:30:00Z,-05:00,-05:00,America/Detroit,OFF,OK,14,Lightning,Tampa Bay,de Tampa Bay,TBL,6,17,Red Wings,Detroit,de Detroit,DET,5,5,SO,3,SO,8475277.0,,,,,,,,,,,,,,,,,,,,,TBL
2018020421,20182019,2,2018-12-04,False,2018-12-05T00:30:00Z,-05:00,-05:00,America/Montreal,OFF,OK,9,Senators,Ottawa,d'Ottawa,OTT,2,8,Canadiens,Montréal,de Montréal,MTL,5,3,REG,3,REG,8471679.0,8477503.0,Sénateurs,,,,,,,,,,,,,,,,,,,MTL
2018020423,20182019,2,2018-12-04,False,2018-12-05T03:00:00Z,-05:00,-08:00,America/Vancouver,OFF,OK,30,Wild,Minnesota,du Minnesota,MIN,3,23,Canucks,Vancouver,de Vancouver,VAN,2,3,REG,3,REG,8471227.0,8475722.0,,,,,,,,,,,,,,,,,,,,MIN
2018020424,20182019,2,2018-12-04,False,2018-12-05T03:00:00Z,-05:00,-08:00,US/Pacific,OFF,OK,15,Capitals,Washington,de Washington,WSH,3,54,Golden Knights,Vegas,de Vegas,VGK,5,3,REG,3,REG,8470594.0,8477220.0,,,,,,,,,,,,,,,,,,,,VGK
2018020425,20182019,2,2018-12-04,False,2018-12-05T03:30:00Z,-05:00,-08:00,America/Los_Angeles,OFF,OK,53,Coyotes,Arizona,de l'Arizona,ARI,2,26,Kings,Los Angeles,de Los Angeles,LAK,1,3,REG,3,REG,8478499.0,8477951.0,,,,,,,,,,,,,,,,,,,,ARI
2018020426,20182019,2,2018-12-05,False,2018-12-06T01:00:00Z,-05:00,-06:00,US/Central,OFF,OK,22,Oilers,Edmonton,d'Edmonton,EDM,3,19,Blues,St. Louis,de St. Louis,STL,2,5,SO,3,SO,8475660.0,,,,,,,,,,,,,,,,,,,,,EDM
2018020427,20182019,2,2018-12-05,False,2018-12-06T03:30:00Z,-05:00,-08:00,America/Los_Angeles,OFF,OK,16,Blackhawks,Chicago,de Chicago,CHI,2,24,Ducks,Anaheim,d'Anaheim,ANA,4,3,REG,3,REG,8476434.0,8478131.0,,,,,,,,,,,,,,,,,,,,ANA
2018020428,20182019,2,2018-12-05,False,2018-12-06T03:30:00Z,-05:00,-08:00,US/Pacific,OFF,OK,12,Hurricanes,Carolina,de la Caroline,CAR,1,28,Sharks,San Jose,de San Jose,SJS,5,3,REG,3,REG,8474889.0,8476881.0,,,,,,,,,,,,,,,,,,,,SJS
2018020429,20182019,2,2018-12-06,False,2018-12-07T00:00:00Z,-05:00,-05:00,America/Toronto,OFF,OK,17,Red Wings,Detroit,de Detroit,DET,5,10,Maple Leafs,Toronto,de Toronto,TOR,4,4,OT,3,OT,8473541.0,8477946.0,,,,,,,,,,,,,,,,,,,,DET
2018020430,20182019,2,2018-12-06,False,2018-12-07T00:00:00Z,-05:00,-05:00,US/Eastern,OFF,OK,21,Avalanche,Colorado,du Colorado,COL,5,13,Panthers,Florida,de la Floride,FLA,2,3,REG,3,REG,8475831.0,8477456.0,,,,,,,,,,,,,,,,,,,,COL
2018020432,20182019,2,2018-12-06,False,2018-12-07T00:00:00Z,-05:00,-05:00,US/Eastern,OFF,OK,2,Islanders,New York,de New York,NYI,2,5,Penguins,Pittsburgh,de Pittsburgh,PIT,6,3,REG,3,REG,8479193.0,8475772.0,,,,,,,,,,,,,,,,,,,,PIT
2018020431,20182019,2,2018-12-06,False,2018-12-07T00:00:00Z,-05:00,-05:00,US/Eastern,OFF,OK,29,Blue Jackets,Columbus,de Columbus,CBJ,4,4,Flyers,Philadelphia,de Philadelphie,PHI,3,4,OT,3,OT,8475683.0,8477495.0,,,,,,,,,,,,,,,,,,,,CBJ
2018020433,20182019,2,2018-12-06,False,2018-12-07T00:30:00Z,-05:00,-05:00,US/Eastern,OFF,OK,8,Canadiens,Montréal,de Montréal,MTL,5,9,Senators,Ottawa,d'Ottawa,OTT,2,3,REG,3,REG,8471679.0,8476381.0,,Sénateurs,,,,,,,,,,,,,,,,,,MTL
2018020434,20182019,2,2018-12-06,False,2018-12-07T00:30:00Z,-05:00,-05:00,US/Eastern,OFF,OK,6,Bruins,Boston,de Boston,BOS,2,14,Lightning,Tampa Bay,de Tampa Bay,TBL,3,3,REG,3,REG,8475839.0,8478519.0,,,,,,,,,,,,,,,,,,,,TBL
2018020435,20182019,2,2018-12-06,False,2018-12-07T02:00:00Z,-05:00,-07:00,America/Edmonton,OFF,OK,30,Wild,Minnesota,du Minnesota,MIN,0,20,Flames,Calgary,de Calgary,CGY,2,3,REG,3,REG,8469608.0,8477496.0,,,,,,,,,,,,,,,,,,,,CGY
